chosen,rejected
"Good idea to split the long sentence. Those are the full names of the guns and should be completely italicized even if the 130 mm is the exact same as English. That's my story and I'm sticking to it! Thanks for reviewing this in between present wrapping, etc. Funny how just playing with the paper would likely delight your youngest just fine, but traditions must be observed... Merry Christmas.","I am well aware that personal attacks are in violation of Wikipedia policy. These are not attacks. These are facts posted publicly on the Internet by Jake Waskett himself. I am proving bias, inappropriate behavior of an editor, and outing a sick twisted individual with whom Wikipedia should not be associating. The editors who have given medals to Jake such as Jayg and Coppertwig are either ignorant or as sick as he is."
REDIRECT Talk:El Súper Clásico (Mexico),"""
 MY POST ISN'T ORIGINAL RESEARCH - IT'S SIMPLE FACT!  What is so difficult for you to understand - it's FACT that's the way lagalese works - position statements are part of legalese.  You're saying you'd skip over the statement """"water is wet"""" as original research.  Quite frankly your assertion that it is original research is LUDACRIS!  I don't know whether or not your intentionally mischaracterizing things, or whether you're truely this ignorant!
 There is a HUGE point in having this discussion - it's a refutation of avraham's assertion that the 1975 policy statement is irrelevant - but it's apparently a refutation that you don't have the knowledge of legalese to understand - which isn't my fault.  I'm not going to explain to you, a third time, the legalese equivalent of """"water is wet""""
 The simple FACT is you're wrong - it's not my problem that you don't have a good enough education to understand why despite my explaining it to you.  """
"""

""""The Black mamba is almost as deadly as the Cobra, but the Cobra can kill people 5 times faster than the mamba"""" - This sentence seems highly dubious to me. It is inconsistent with the Black Mamba page and not supported by the citations that follow it, neither of which contains any direct comparison of cobra vs. mamba envenomation.   ""","""== school review from 6th grade student == 

 my reviw- i go to school at dag andthis is my 2nd year. There are no improvments and i do believed mr. rendolds to be fired. He is mean to children and a rasist.I dont like him at all. And Mrs. Ferrororo is the meanist teach that i have had in my whole life. Ask anyone on 7 - 3 she a bitch and no one likes her at all!! I want he tobe moved or fired and so do most students in that school. Mrs. cereta was much nicer but she has retired i be the teachers would like hergone too. I am annonymous. Peaceeee haha 

  
 I am a student. I want to make a point. Mr renalds IS RASIST!!!! here are 3 points to soport this statement and a fact. 
 -1he was giving a lecture and makeing and exaple that oy ushouldnt put the worst athlete at the end of pics everyday for your sports team. he said that mr. handy was slow and unathletic""""for and example"""" But he is not. 
 -2He yelled a t devin for caughing while he was talking. he thretend to give him a detention! 
 -3While another lecture he took out a black kid to make and """"example"""" That you shoudnt pick on people.he chose the black kid 

 Yahh!! i KNO!! My btother went and Mr/Renalds the FAGG!! Was werid!! he hit on my MOM!!And hes a married man DUDE!!! 

  

 Well i know almost nothing about the school. My brother went ther efor about a year and that was it. I cant agree that Mr.Renedls is rasist. but i cant not agree. But maybe he yelled because Devin was makeing to much nosie, or he was talking but i dont know.  —The preceding unsigned comment was added by     

 i do belive yoyu that this fuck is a rasist cuz i go there too. and you no your right 

 MOLLY VARNEY- NO ONE LIKES YOU GO FUCK YOURSELF YOU STUPID SKANK!!! yOU MY THINK YOU HAVE A LOT OF FRIENDS BUT NOT MANY ACUALLY LIKR YOU!! SO GET OVER YOURSELF AND BEA STUPID BITCH SOMEWHERE ELSE!"""
"== Duck Face == 

 Duck Face redirects here and i do not believe it should.","You have issues, and it is obviously an issue of you being a Turk.  You are extremely uncomfortable by this quote it seems and it is made more obvious by your actions, even though you like to put your little smiley faces everywhere.  You are not the one who decides Gaddafi is a joke or that his quotes are irrelevant.  You are not the one who decides that only European or Turk quotes may be included.  Your actions which have instigated this petty edit war are indeed  uncivil.  You are definitely pushing a Turkish-POV.  Myself making that claim is not uncivil, it is describing what I am witnessing!  And watch you will blank them once again, even though they are properly sourced!"
Please stop making unsourced or clearly revisionist edits to David Irving.  —  |  (talk),2.   A review of his contributions shows that Conolly's edit style is described perfectly in WP:DICK.
"""

 Whack-a-mole 

I'm tagging NewPages and getting some edit conflicts... User Excirial (talk) deleted this article after you started editing it, with a reason of: G3: Vandalism. It's like our own little game. Anyway, nice job. —  ·  talk 

 Edit conflicts tend to be positive when tagging pages; it kind of confirms that a deletion / tag is placed correctly. By the way - am i correct when i think you are placing CSD and maintenance tags manually? If so you might want to consider using Twinkle and Friendly for that purpose. Those tools tend to be quite a bit faster, while also requiring less clicks to place a tag and warn a user ).  (Contact me,Contribs) ""","You Suck
 Headline text 
Stop editing my edits. You are a piece of crap and don't know how to use a computer. You fuck."
"*:::::::I'll happily elide any displeasing to you assessments, adjectives, whatever, and even apologize to you profusely, and donate to a charity of your choice as mea culpa, if you only refrain from employing specious argumentation and concede that the case of Ana Ivanović is no different then tens of thousands of other persons whose biographies on the English Wikipedia contains diacritics both in the title and inside the text.","Edited: DarthPanda Is a Gay Man 

I hate DarthPanda, and I will shove a stick down his throat"
"Main Page Talk 

I think another enhancement we need at Wikipedia is a breathalyzer.  The bars in New York City close at 4:00 a.m.  If one starts at 8:00 p.m. . . . Well, you do the math -)","OOOOOOOH TEABAG 

OOOOOOOOOOH YER BECAUSE I DID

OH YER
OH YA
OH YES

BECAUSE I DID

WOAH 

TEABAGGED"
"== July 2010 == 
  Please stop making test edits to Wikipedia, as you did to AK-47. It is considered vandalism, which, under Wikipedia policy, can lead to a loss of editing privileges. If you would like to experiment again, please use the sandbox.","Southwest Page 

I was simply removing a foolish statemnet, fool."
"Clark County, Arkansas 
You reverted my edit of this article without any justification or comment. If you have any justification for labelling lynchings as 'common' in Clark County, Arkansas, please make it known.  I am quite willing to be corrected if my edit is in error.  Until then, I'm reverting.","You made some tough-sounding talk about how bad-assed you are and then you backed out with your tail between your legs.  Then you defaced my talk page while demanding that I not reply on yours.  You're both a liar and a hypocrite, and I've taken down a dozen like you.  Steer clear of Bullshido from now on; we don't appreciate fakes and liars."
:: Off topic. A Georgian communist trolling turks. Reminds me of a particular persion. Haha.,"""

 UFC 191 
You say """"LMAO"""", you use emojis, and your username says 1999 for no apparent reason? Your not fooling anyone, you 15-year-old brat. Stop vandalizing articles with your BS. I don't care if you thought it was obvious, your opinion versus official sources means absolutely nothing. Hit the bricks.   """
"I don't think that the iPod fits the definition of a fad. Just because it is popular and it is a fashion accessory, does not make it a fad.",Bitch nobody cares about your myspace.  You ugly as fuck anyways.  Begging on wikipedia for myspace friends.  You gay as hell
"i agree, since the two are very similar. why not merge the two and/or make the other a redirect to here? o|","YOU ARE FU-KING PROM-COUS BANNER!!!! I AM FU-KED YOUR DADDY, FU-KING WRE! NOW YOUR WILL NOT GO AWAY, FU-KING AS-LE! FU-KING COWARD! YOU ARE COWARD! FU-KING, COWARDLY, PROMI-US MOTHERFU-KER!!!!!!"
I see that my edits have apparently been reverted wholesale.,A COCK TO SUCK AND STOP ACCUSING PEOPLE OF SOCK-PUPPETRY.
"""

 some old news about second expansion 

2nd expansion, Experimentals, should be called """"The Experimentals""""? at least CT mentioned like that and in official GPG forum we all call it TE, so i guess better keep the word """"The"""".
Another thing, TE now canceled, as seen in recent(not really, some mth ago) interview, CT talked about this. Can check supcom fan site for this news or forum old topic.""","Oh wow, another wigger. Dumbass. I bet you don't even know who tupac is. Why the fuck are you on an article that has lil' weezy on it, anyway? As for Eminem, he's probably the second best rapper ever, so don't even fucking speak, you racist ass dick. You can't judge a rapper by their skin color, fucking dumbass."
"I concur with the above stated position, with the addition that any time a company is unclear, or (though it doesn't seem to be the case here) is deliberately deceptive as to the depth and breadth of DRM they incorporate into a product the chilling effect of such a nondisclosure will only be felt by the consumer.
 Talk|Hist -",chocolate bar because jessca sucks
":Hmmm... according to our article on the Grand Orient de France, both dates are wrong... the source cited there says it was founded in founded in 1733.  (the ref is:  Achille Godefroy Jouaust, Histoire du Grand Orient de France (Rennes and Paris, 1865). Available from Google Books","I will flay you alive, you fking stalker.  

I shall enjoy your screams of agony as your blood slowly pools across the floor of my basement."
"""
Um, the Georg Blume quote obviously implies that he was inquiring about the reason for the riots. James Miles was there to report on the riots, so he would ask questions pertaining to the riots. If they actually wanted to separate, I can tell you right now that, logically, they would've TOLD THEM they wanted to and would say something to the effect of """"FREE US, WE WANT TO SEPARATE"""", but they did not. They just explained their issues, which were socioeconomic and ethnic issues. In addition, James Miles states: """"The rioting seemed primarily an eruption of ethnic hatred."""",which I'm guessing he had to interview many rioters/residents to ask them about it. And rather, I don't think the Rodney King article is worded very well- it should be changed, but I'm guessing many people are already well-informed of the real reasons for those riots, unlike this riot where few seem to understand- including you! And, come on now, you're obviously just picking at straws to try to twist the article. All evidence so far points to the rioters looting and beating ethnic Han chinese out of hatred, not because they want to separate or they would've attacked much more government buildings rathern than focussing on the stores of more wealthy Chinese people. Right now, the article is pretty neutral as it already explains both sides and I hope people keep it this way.216.252.71.154  

""",":::::: I'm wondering if maybe the practice of Buttfuck syncopation might help out on this recent editing conflict, and the Israeli-Palestinian conflict in general.  I do know that Buttfuck syncopation was introduced to the world by the indigineous Habarijinigrious tribe of Boobiquia back in the '20s.  Buttfuck syncopation really works wonders, especially on folks who know a little bit about ragtime.  (It also helps if these fine people would introduce themselves to rough anal sex.)  Just a thought.  I hope that you crazy bunch of Levantine nutballs can get your shit together before you blow up the fucking world."
appearing in the wikipedia,dear losers who ban me for editing pages                   YOU GUYS SUCK DID YOU KNOW THAT YOU REALLY SUCK
"""
Response much appreciated, thanks. Well, I'm trying to retain as much of your text as possible. There's a lot of good stuff in there which simply needs sourcing and updating in with the other material. That's why I abandoned the sandbox idea and thought it best to just run with what we have. The article is going to get massive in the next few weeks though to make it comprehensive as possible, but it'll be split and condensed later. I really do need your help if possible though on tracing the source of the unsourced material. I'll try to do what I can but I'll approach you if I can't find a source for something.♦  """,Sex sex sex sex Sex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex sex sex sexSex
"Needs sources
This article has a lot of text that looks like original research  it badly needs attribution to sources.  Also the external links are bad  two of them are nonfunctional, and neurophenomenology.com looks like a personal web page, which is a no-no.  I feel that this is a valid topic for a Wikipedia article, but it really needs to be validated better.","Quick question 

Why do you suck so much, and what actions do you take to ensure your low quality in every respect?"
"""

Image Tagging Image:Stonetemplepilots.jpeg

 This media may be deleted.

Thanks for uploading Image:Stonetemplepilots.jpeg. I notice the 'image' page currently doesn't specify who created the content, so the copyright status is unclear. If you have not created this media yourself then there needs to be an argument why we have the right to use the media on Wikipedia (see copyright tagging below). If you have not created the media yourself then it needs to be specified where it was found, i.e., in most cases link to the website where it was taken from, and the terms of use for content from that page.

If the media also doesn't have a copyright tag then one should be added. If you created/took the picture, audio, or video then the  tag can be used to release it under the GFDL. If you believe the media qualifies as fair use, consider reading fair use, and then use a tag such as  or one of the other tags listed at Wikipedia:Image copyright tags#Fair_use.  See Wikipedia:Image copyright tags for the full list of copyright tags that you can use.

If you have uploaded other media, consider checking that you have specified their source and copyright tagged them, too. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any unsourced and untagged images will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you. —  ""","For your information: you´re an idiot too!! and a liar.  

For your information: you´re an idiot too!!

Where did I request that the Inflation Myths article be deleted? Liar and idiot!!"
"Self-identified British editors (36): 
Option F - 30  
Option D - 26  
Option E - 23  
Option C - 22  
Option B - 18  
Option A - 16",is the hordest nigga in the game today with out any douth
"Please stop. If you continue to vandalize pages, as you did to UPS, you will be blocked from editing Wikipedia.   If you feel that the edit I reverted should not have been reverted, please contact me.  (talk)",weirdo alert. So !BenBen is your real name not DickDick or AdolfAdolf or pedepede
"""
Yep, and Ed was kind enough to semi my talk for 6 hours. Maybe they'll go play elsewhere. ) @Kate (talk) ""","""
You are going to sit idly by and let these editors get away with such things. Surely calling one a Nazi is worse than telling editors that I will fight them on something they have a history of doing. And since when has others calling me a fucking Nazi part of any topic ban? I don't recall you banning me from the topic area of """"lets call Russavia a Nazi and HistoricWarrior a wanker"""" - can you show me the article that goes along with that? What a fucking joke.  Dialogue """
"Future??
So guys, what's gonna happen? Are they going to dissovle or they'll find a new guitarist?",THE USER BIGDUNC IS A LOOBTARD
"The thing to remember is I and a lot of others have attempting being nice to BMK repeatedly over the years. All BMK does is make nasty comments and doesn't have any interest in hearing the nice way or being nice in return. So yes, I made nasty rude comments to him becaue I knew that I would get nasty comments in return because that's how he is and no I do not feel a bit sorry about it. If a user treats others with respect I will treat them with respect but if that user treats me and others like trash and wants to act like trash then that's how I'll treat them. If the admins in the community wants to allow that user to act that way (which seems the case here) and block me instead for being mean then that's fine. I'll gladly take that block. At some point they need to realize that they need to deal with the problem and proactively deal with it rather than reacticely by blocking me. When they start doing the job they are supposed to do then I won't feel like I have too.","fu*k you fu*k 

what the fu*k you fuc*ing fuck that was my fuc*ing life that you fuc*ing tore apart your a fuc*ing fu*k you fuc*ing fu*k.

PS WHAT THE FU*K 

Fu*khead as*fu*king fuckfu*ker. FU*K"
"""

to: dpr

Duncharris has sent me more than one very insulting message to my userpage.  He uses such words as """"fundie"""", nonsense, etc.   Duncharris also admits I have been polite to him.  You can go to his userpage and see for yourself. 

MickWest and duncharris want to play """"Atheist bullyboys""""  by sending me repeated messages to my userpage designed to irritate me.  

If you want to make a message to that kdbuffalo comment page saying I cite an abundance of medical historians, medical/science journals which is the truth it would be appreciated.

Also, I believe this policy is being ignored:

""""None of this, however, is to say that minority views cannot receive as much attention as we can possibly give them on pages specifically devoted to those views. There is no size limit to Wikipedia. But even on such pages, though a view is spelled out possibly in great detail, we still make sure that the view is not represented as the truth."""" 

 kdbuffalo""","""
It's not that you """"didn't manage the proper process correctly"""", it's that you used the absolute wrong process. I was trying to help you, and you ignored me. You are so blinded by your holier than thou attitude that you couldn't see that you were doing things the wrong way.  Now would you please cut the bullshit, you are not getting an apology from me. (bainuu)  """
"""

I think """"1st Lord Hailes"""" should be added to this page's title.  """,""" 

  
  This Ich-related article is a stub.  You can help Wikipedia by [ not giving two shits]."""
"Hey man, what's with you deleting my stuff?",Yet again your saying I am not going to pass it cause I think its too long. What a load of bollocks she doesn't have to dop anything and I suggest you wiseup. TO your questions she has already stated why it is not in the Olympics or are you just blind and retarded and not read the article. FIrst question has already been addressed as well. So stop pissing around.
""" 

 ::No one is claiming that Vanatinai is a matriarchy.  According to Lepowsky, it is egalitarian.  How can you possibly claim that her work reports male dominance when the phrase """"egalitarian society"""" is in the title of her book?  The problem here is that you are attempting to do original research.  My opinion is that you and other contributors to this and its sister articles are also sexist, but there is no need to go there.""","""
 Uh,  I didn't start by being uncivil to you,  nor was my comment on the policy talk page uncivil unlike yours.  Should I report you for a personal attack?!? P
My contention was merely than """"uncivil"""" replies were appropriate when policies have been violated,  or individuals are in fact being uncivil.  But:  since your comments seem to indicate that you are an ass,  well,  meh you then.    """
You have my sympathy.     Stan,"I'll be back!! 

From now on SJP, or shithead as I will call you from now on, I am going to make your on-line activities on wikipedia a living hell. You should have stayed out of my business!!!!"
Century’s classes are 1 hour 45-50 minutes. and the students have 7 minutes between each class.,"""

Zezen, you imbecile. Which of those sources uses the phrase """"blood libel"""" to describe what you cite? Please read WP:NOR and drop the stick. 2601:14C:0:F6E9:71B2:6F01:9EB8:B237  """
"Personally, I feel that the song (at least the relevant part of it) is almost certainly influenced by H2G2. But as I've never seen any proof, it should be deleted unless someone can come up with something.",Eli is not a crack whore and works the streets for money. if you want him go the the burbs and yell out two headed white bitch raper.
"wat??? 

http://en.wikipedia.org/wiki/Penis_size

it says clearly here what i said, i simply copied what YOUR website said, why am i blocked??","Blocking Mardyks 

Guess what? Loser! Know what a cockblocker is? Hahahaha ~M~ 71.39.183.86"
"Unlike some people, I read the Frankish Annals, Chronicles of the Priest of Doclea and Of managing an Empire, and I enjoyed in every single one of them. This Red Croatia most probably never existed after all (as a Croatian state) The other two historical sources are much more acurrate. We have the originals of them, and only a copy is preserved of the Priest's statement. But I have made careful studies, and made conclusions from all three (and agreed that all are completly correct) I will display it here soon.","Reply 

You have deliberately removed my reply to you from the talk page. Screw you."
""" 
 ****Okay, Montanabw is being -clear in admitting that they are """"siding with"""" others against me, not on the merits but to make a point and to attempt to silence me personally. This editor clearly needs to read WP:GANG, WP:POINT, WP:HARASS, and WP:ARBATC, including its prohibition on personalizing article title debates, about which Montanabw was formally notified the day before they posted this. I've already suggested on Montanabw's own talk page to be amenable to WP:Dispute resolution, the proper venue for this stuff. Yet Montanabw just made it unmistakeably certain that this is a personal dispute for them, not a discussion about the merits of these renames, so they are disrupting WP:RM to pursue a personality conflict, even after it's been pointed out that this is what they're doing. It has to stop.There is no """"my way"""" that I'm insisting on. We have clear article title policies, and I've made moves that conform to them, accepted some criticism for doing so without discussion, and now we're having that very discussion, which seems to be going the way I suggested anyway, since it's the way based on policy, not """"my way"""" or """"Montanbw's way"""". Other moves I've requested, on a policy basis not some random personal preference mind you, almost invariably also are accepted (see  for just one month's stats, in which my RM actions are  in predicting move or don't-move outcome). Montanabw is conflating a) their previous, unrelated article-titling personal disputes with me (in some of which they were correct about that content, while I was in others), b) an ANI resolved over two months ago about move process (not content) in which Montanabw was involved, and b) the substance (content, not process) of the moves in question now. These are three  topics. Montanabw muddying the waters of the ongoing proceeding (and doing so again, in ways that demonstrate they don't understand how RM works, at WP:AN) on the basis of my alleged personality is the fallacy ad hominem, and a sterling example of a WP:NPA violation . Montanabw has already had way more than enough warnings in that regard.  —    ≽ʌⱷ҅ᴥⱷʌ≼  ""","fuck you cooperate scumbag
Why not delete the article if you know it is utter cooperate fabrication?   Wikipedia is dying with a Red Bull Vodka articles like the above edited going through.   It's pretty sad.   There're thousands of journals proving everything stated in that article wrong.   Every time I take the time to disprove an article though, some cooperate asshole like you comes along and changes it back, so why waste time.     No one even read the accreditation of the papers referenced for that article, but you discredited what is true in a few seconds.   Cooperate scumbag."
""" 

 I've fixed the Redskins per the last comment.  Also, one season is not a """"streak."""" 
   ""","You're being a jerk! 

Why do you insist on deleting the Radioactive Friends of the Deep page!?  This comic series is legitamet and one of the reasons you don't get anything on Google is because it's all in a different language and Google doesn't do different languages!!  Can we please just leave the page?  We are currently trying to get more soild information and trying to find a link that well let people view the actually comics.
Thank you for your time!"
"Answer: Go check out the documentary, it's available to view on Youtube, it's a good piece of research & exposition in film. After that I'll let you call it as I'm not up for a war over it.

Take it easy (particularly with the alacrity of those supervisory edits!) ; )

User:Bardrick",You idiot. -
"""Mena appears on lots of goddess-ey webpages, but not in any Roman document I can trace. I think Menstrual Mena is a late 20th century fantasy, part of the """"legend has it..."""" syndrome. User:Wetman""","pink meth

There's a picture of you masturbating on pink meth, and it links to all your wiki articles. Why did you let that out publicly  xD"
"""No - this is quite serious, in spite of it's (regrettable) racial connotations. This is quite common terminology in the South East of England and London. """"Nigga"""" refers to the blackness of the cloves (smoked in similar style to the Indonisian Kretec), whereas """"cracka"""", or """"cracker"""" (a racial term used against Caucasians) refers to a J devoid of """"blackness"""" (ie, cloves). Niggas tend to smoke slower and have more flavour, whereas crackas smoke faster and are more intense (in my inexpert opinion....). 

 """,it's own damn lemonade
By YOUR OWN WORDS - Boston USED to be...  One hundred years ago.  The article stated that IT IS.  What the hell more excuses do you need to make?,"what they speak behind your back when they're ripping you off; Hebrew is what they speak when they're drinking the blood of Catholic babies.

Yiddish is"
"""Hi. I noticed you trying to add an image to Rad (film). See Wikipedia:Images for instructions on how to use images in Wikipedia. If you'd like to experiment, try [[the sandbox. Good luck, and happy editing! party■ """,:I don't consider him easy to engage in discussion when he's basically calling me stupid.
